33141;0;2,12;8,75;,85;,62;,56;,76;,61;,63;,038;,019;,019;;;2,12;2,16
33141;1;2,12;16,25;,85;,62;,56;,78;,62;,63;,028;,038;,019;,63;2,01;2,1;2,12
33117;1;2,12;6,53;,85;,64;,56;,78;,63;,62;,028;0;,038;1;,92;2,1;2,14
32974;1;2,12;9,04;,85;,62;,55;,81;,62;,61;,028;-,009;,028;,98;,54;2,1;2,16
32742;1;2,1;3;,85;,6;,54;,82;,58;,6;,029;0;,057;,86;1,42;2,1;2,14
32618;1;2,1;2,67;,8;,58;,53;,72;,56;,6;,029;,019;,024;1,01;1,01;2,1;2,14
32532;0;2,13;26,96;,75;,56;,53;,68;,55;,6;,014;,014;-,023;,86;1,01;2,12;2,16
32393;1;2,12;5;,75;,58;,54;,76;,59;,62;,028;0;,057;1,94;1,01;2,12;2,14
32355;1;2,12;2,58;,75;,56;,53;,76;,58;,61;,019;0;,066;,99;1;2,12;2,14
32221;1;2,12;5;,75;,54;,53;,8;,57;,63;,019;0;,075;1,04;1;2,12;2,14
32067;1;2,12;3,5;,7;,54;,53;,78;,57;,65;,009;0;,085;1,08;1;2,12;2,14
31893;1;2,12;2;,65;,52;,52;,76;,56;,64;-,009;,009;,094;1,02;1;2,12;2,14
31670;1;2,12;4;,65;,52;,51;,76;,56;,64;,009;,009;,085;,62;1;2,1;2,14
31669;1;2,1;35,37;,65;,5;,5;,76;,55;,63;,019;,019;,076;1,23;1;2,1;2,14
31662;1;2,1;16,98;,65;,48;,49;,73;,51;,62;,029;,019;,076;,97;2,06;2,1;2,12
31654;0;2,12;5;,6;,48;,48;,67;,49;,61;,019;0;,075;,65;,49;2,12;2,14
31653;1;2,12;2;,6;,48;,49;,67;,49;,61;,019;,009;,066;1,01;1;2,12;2,14
31629;1;2,1;5,07;,55;,48;,49;,64;,5;,61;,038;0;,067;1,09;1;2,1;2,14
31601;1;2,1;2,44;,5;,46;,49;,62;,49;,61;,019;0;,067;1;1;2,1;2,14
31427;1;2,12;22,24;,5;,46;,48;,62;,54;,58;,009;,009;,057;1,51;1;2,12;2,14
31424;1;2,12;2;,45;,44;,47;,57;,51;,56;0;0;,057;1,01;1;2,12;2,14
31336;0;2,14;5,02;,4;,44;,47;,56;,52;,57;-,009;-,009;,047;1,23;1,04;2,12;2,14
31231;1;2,12;33,4;,4;,44;,47;,56;,52;,56;0;,009;,057;,58;1,39;2,1;2,12
31229;1;2,1;16,98;,4;,42;,46;,49;,43;,55;,01;,01;,067;1;,92;2,1;2,12
31219;0;2,12;26,59;,35;,4;,45;,43;,41;,54;-,009;,009;,066;,99;,72;2,12;2,14
31016;0;2,14;10,05;,35;,42;,45;,48;,43;,55;-,019;,009;,037;1,17;1,07;2,1;2,14
30955;0;2,14;3;,4;,44;,45;,52;,46;,54;-,005;,009;,037;1;1,02;2,1;2,14
30939;1;2,12;3,03;,45;,44;,46;,56;,45;,55;0;,019;,038;1;1,94;2,1;2,12
30889;1;2,1;50;,45;,44;,46;,55;,45;,55;,01;,038;,048;1,41;1;2,1;2,12
