20536;0;2,68;8,76;,45;,48;,46;,42;,41;,43;,03;,138;,306;;;2,66;2,7
20536;1;2,71;20,64;,5;,5;,46;,47;,41;,44;,011;,125;,236;13,78;1,25;2,66;2,7
20481;0;2,7;2,2;,5;,48;,46;,6;,38;,43;,022;,13;,241;,24;1,09;2,66;2,7
20470;1;2,66;2;,5;,5;,47;,56;,39;,44;,038;,117;,259;1,07;1;2,66;2,7
20461;1;2,68;7,01;,45;,48;,47;,52;,38;,44;,06;,097;,213;1,04;1;2,66;2,7
20405;1;2,66;4,56;,4;,48;,47;,49;,37;,44;,045;,105;,203;1,19;1;2,66;2,7
20361;0;2,7;5,19;,4;,46;,47;,49;,37;,44;,03;,089;,185;1;1,1;2,66;2,7
20340;0;2,7;30,91;,45;,46;,48;,51;,37;,45;0;,089;,167;,74;1,92;2,68;2,74
20073;0;2,76;17,72;,45;,48;,47;,54;,38;,45;-,011;,036;,188;2,43;1,38;2,76;2,78
20073;1;2,76;3,31;,45;,48;,48;,54;,38;,46;-,022;,058;,196;,66;1;2,72;2,78
20045;1;2,72;2,15;,5;,48;,48;,56;,39;,46;-,007;,074;,195;,63;,51;2,68;2,74
19983;0;2,72;5,05;,45;,46;,47;,55;,38;,46;,029;,114;,195;1,08;1;2,72;2,74
19945;0;2,66;38,76;,5;,46;,47;,56;,36;,46;,015;,049;,214;,21;1,01;2,6;2,74
19945;1;2,69;49,23;,5;,46;,48;,59;,38;,48;,011;,045;,171;1,36;,57;2,6;2,66
19920;0;2,74;10,22;,5;,44;,48;,54;,34;,46;-,007;,058;,186;6,81;2,31;2,58;2,74
19887;0;2,52;27,36;,55;,46;,48;,57;,34;,45;,111;,151;,27;1,85;,43;2,5;2,52
19887;1;2,57;21,04;,6;,46;,48;,61;,36;,46;,089;,136;,226;1;,72;2,5;2,52
19886;0;2,52;7,9;,55;,44;,47;,5;,34;,44;,111;,159;,23;,05;1,57;2,46;2,52
19815;0;2,7;10,38;,6;,44;,47;,51;,34;,43;,015;,067;,148;1,79;1,83;2,5;2,7
19814;1;2,64;10,62;,6;,44;,47;,51;,33;,42;,038;,114;,136;,89;1;2,5;2,7
19796;1;2,52;19,98;,6;,42;,47;,54;,32;,41;,063;,135;,349;1,09;1;2,5;2,7
19773;1;2,48;116,03;,55;,4;,47;,49;,3;,41;,093;,149;,27;,63;,28;2,38;2,4
19772;0;2,4;29,11;,5;,4;,47;,28;,17;,36;,125;,192;,313;1;1,32;2,36;2,4
19771;0;2,4;37,38;,5;,4;,48;,26;,18;,37;,108;,208;,333;,94;3,38;2,38;2,4
19768;0;2,4;17,45;,5;,4;,48;,28;,19;,38;,117;,208;,313;1,15;,72;2,38;2,56
19740;1;2,4;4;,5;,4;,48;,25;,2;,38;,108;,183;,296;5,46;,14;2,38;2,5
19730;1;2,38;20;,5;,38;,47;,24;,19;,36;,134;,193;,303;2,59;1;2,34;2,5
19725;0;2,5;10,56;,45;,36;,46;,19;,15;,35;,08;,152;,228;1,25;1,04;2,36;2,5
19720;1;2,36;1,99;,5;,36;,46;,2;,15;,36;,169;,229;,25;,8;1;2,34;2,5
19712;1;2,38;2;,45;,36;,46;,2;,15;,36;,16;,168;,227;1,43;1,11;2,38;2,5
19707;0;2,46;5,75;,45;,36;,46;,2;,16;,36;,106;,122;,195;1;1,12;2,38;2,46
19704;1;2,38;1;,5;,38;,46;,21;,16;,36;,143;,151;,235;,7;,84;2,34;2,38
19702;0;2,38;13,38;,45;,36;,45;,18;,15;,36;,118;,16;,235;1;1,05;2,32;2,38
19696;1;2,34;3;,5;,38;,45;,2;,19;,36;,15;,179;,346;,64;1;2,34;2,38
19686;1;2,34;8,6;,45;,36;,44;,18;,17;,36;,171;,214;,346;,67;6,98;2,28;2,38
19670;0;2,37;57,6;,4;,36;,42;,16;,17;,35;,063;,173;,308;1,35;1,53;2,4;2,44
19670;1;2,4;2,4;,45;,36;,43;,17;,16;,35;,071;,158;,25;,97;1;2,3;2,44
19663;1;2,3;2;,4;,38;,42;,19;,26;,36;,096;,174;,304;1,06;1;2,3;2,44
19633;0;2,45;11,82;,4;,38;,41;,19;,26;,36;,102;,114;,224;1;1,6;2,3;2,5
19631;1;2,48;36,99;,45;,38;,42;,2;,27;,37;,065;,089;,21;,65;,07;2,48;2,5
19612;0;2,5;21,39;,4;,38;,42;,07;,33;,35;,008;,08;,2;1,18;1,14;2,32;2,5
19605;0;2,5;5,61;,4;,4;,43;,08;,38;,36;-,008;,12;,2;1;1,03;2,32;2,5
19602;0;2,5;58;,4;,4;,44;,06;,38;,36;-,04;,08;,192;1;1,53;2,32;2,5
19575;0;2,49;7,61;,4;,4;,45;,08;,4;,38;-,036;,092;,197;1;,95;2,32;2,5
19574;0;2,5;55,44;,4;,42;,45;,08;,41;,38;-,04;,088;,192;1;1,94;2,32;2,5
19569;1;2,32;2;,45;,44;,46;,13;,45;,41;,034;,207;,284;1,1;,99;2,32;2,5
19562;1;2,32;1,98;,4;,46;,45;,12;,47;,39;,026;,207;,276;,87;1,1;2,3;2,32
19562;0;2,32;7,02;,4;,44;,45;,11;,47;,39;,078;,207;,293;1,05;,92;2,32;2,5
