7393;1;3,1;4;,5;,42;,54;,42;,6;,68;-,039;,048;-,003;;;3,1;3,2
7362;1;3,1;24;,5;,42;,54;,48;,6;,68;,048;,048;-,016;1,19;,96;3,1;3,2
7271;0;3,2;14,68;,45;,42;,54;,42;,59;,67;0;-,003;-,047;1,02;1,21;3,1;3,2
7163;0;3,2;,2;,45;,42;,54;,45;,59;,68;0;,016;-,047;1,18;,87;3,15;3,2
7150;0;3,2;,24;,5;,42;,54;,48;,59;,67;0;,016;-,016;1;1;3,15;3,2
7076;0;3,2;1,56;,55;,44;,54;,55;,59;,66;-,016;,016;0;,98;1,03;3,15;3,2
7068;0;3,26;48,54;,6;,44;,54;,56;,59;,66;-,034;-,003;-,018;1;,8;3,15;3,3
7063;1;3,25;2;,6;,46;,55;,68;,67;,69;-,015;-,015;-,015;3,46;,93;3,25;3,3
7060;1;3,25;1,21;,55;,46;,55;,67;,67;,69;-,015;-,015;-,015;,24;,98;3,2;3,3
7055;1;3,25;,36;,5;,46;,55;,67;,7;,69;-,015;-,015;-,015;1;,99;3,2;3,25
7055;0;3,25;11,3;,5;,46;,54;,67;,68;,67;-,015;-,031;-,015;1;1,09;3,2;3,25
7048;1;3,2;,54;,5;,46;,54;,7;,7;,68;0;0;0;1;1,03;3,2;3,25
7040;0;3,25;11,06;,45;,44;,53;,68;,7;,68;-,031;-,031;-,022;1,1;,93;3,25;3,3
7037;1;3,2;9,83;,45;,44;,54;,7;,7;,69;-,016;0;,031;,85;1,04;3,15;3,2
6983;0;3,2;1,26;,45;,44;,54;,81;,7;,7;-,016;0;,031;,91;1,34;3,15;3,2
6982;0;3,2;4,47;,45;,44;,55;,78;,69;,71;-,016;0;-,016;1;1,05;3,15;3,2
6967;0;3,2;23,17;,5;,44;,55;,8;,69;,71;-,016;-,016;,006;,99;,68;3,15;3,3
6933;1;3,2;,54;,5;,46;,55;,86;,73;,71;-,025;-,016;0;,98;2,11;3,15;3,25
6885;1;3,2;,34;,5;,46;,54;,86;,73;,71;-,016;,022;,016;1,01;,56;3,15;3,25
6875;1;3,15;40,01;,45;,44;,54;,86;,73;,71;,016;,048;,016;1,35;1,79;3,15;3,25
6845;1;3,15;28,43;,4;,42;,54;,81;,7;,7;-,016;,016;,032;,65;,71;3,1;3,15
