19380;1;2,42;,35;,75;,56;,54;,59;,64;,59;-,008;0;-,025;;;2,4;2,46
19380;0;2,42;4,58;,75;,56;,54;,61;,66;,59;-,008;0;-,033;,98;1;2,4;2,46
19342;1;2,4;14,38;,75;,56;,54;,61;,63;,6;0;,008;-,025;3,67;,17;2,4;2,48
19093;1;2,4;1,51;,75;,54;,54;,53;,58;,59;,008;,025;-,008;,89;3,73;2,38;2,46
18584;1;2,35;,36;,7;,54;,54;,42;,59;,59;,03;,038;,013;1;,99;2,38;2,46
18584;0;2,57;,33;,7;,52;,54;,51;,58;,59;-,066;-,035;-,066;1;1;2,38;2,46
18091;0;2,46;1,48;,65;,54;,54;,41;,6;,59;-,024;,008;-,024;1;1,03;2,38;2,46
18016;1;2,38;2;,65;,54;,54;,41;,6;,58;,025;,025;,122;1;1;2,36;2,46
17227;1;2,4;2,86;,6;,52;,53;,39;,59;,58;,017;-,004;-,017;,48;,9;2,4;2,46
17224;1;2,4;2,85;,55;,52;,53;,36;,6;,57;,013;-,008;,05;1,28;1;2,4;2,46
16643;0;2,45;22;,5;,5;,53;,33;,59;,57;,004;-,037;,02;1,89;1;2,4;2,46
16583;0;2,46;4;,5;,5;,54;,44;,62;,6;0;-,024;-,02;1;,7;2,4;2,46
14988;1;2,39;3;,5;,52;,55;,45;,64;,6;,004;-,013;,071;,51;1,77;2,34;2,44
14791;1;2,4;2,86;,45;,52;,54;,41;,63;,6;0;-,008;,05;,31;1;2,4;2,44
14787;1;2,4;2,86;,4;,52;,54;,36;,63;,6;-,008;-,017;,067;1,09;1;2,4;2,44
14767;1;2,4;2,86;,35;,5;,53;,32;,6;,58;,008;,033;,067;1,04;1;2,4;2,44
14745;1;2,4;2,86;,3;,5;,53;,27;,61;,58;-,008;,033;,05;,75;1;2,4;2,44
14742;1;2,4;2,86;,3;,5;,53;,28;,62;,61;-,033;,033;,033;1,08;1;2,4;2,44
14702;1;2,4;2,86;,3;,5;,52;,3;,63;,61;,025;,008;,033;,98;1;2,38;2,44
14682;1;2,4;2,86;,25;,48;,52;,22;,61;,61;0;-,017;-,037;1,02;1;2,4;2,44
14638;1;2,4;2,86;,25;,46;,51;,21;,61;,61;,008;,071;-,033;,98;1;2,38;2,44
14394;0;2,44;3,77;,25;,44;,5;,24;,59;,6;-,008;-,025;-,016;,46;,77;2,4;2,46
14394;1;2,44;,23;,3;,44;,51;,44;,58;,61;-,016;-,02;-,033;1;1;2,4;2,46
13797;0;2,48;,85;,3;,44;,5;,7;,6;,61;-,032;-,032;-,048;,93;,29;2,4;2,48
13226;0;2,48;14,44;,35;,44;,5;,72;,6;,61;-,052;-,024;-,048;,55;,96;2,48;2,5
13112;0;2,5;1,8;,35;,46;,51;,76;,63;,63;,028;-,032;-,056;1;1,01;2,48;2,5
13052;0;2,5;1,8;,35;,48;,52;,71;,64;,63;-,016;-,04;-,056;1;1,01;2,48;2,5
12992;0;2,5;1,8;,4;,48;,53;,72;,64;,64;-,048;-,024;-,056;1;1,01;2,48;2,5
12932;0;2,5;1,8;,45;,5;,54;,73;,65;,64;-,04;-,032;-,056;1;1,01;2,48;2,5
12872;0;2,5;1,8;,5;,52;,55;,75;,65;,65;-,04;-,032;-,056;1;,98;2,48;2,5
12812;0;2,5;1,8;,55;,54;,56;,76;,65;,65;-,02;-,04;-,056;1;1,01;2,48;2,5
12754;0;2,5;1,79;,6;,56;,57;,79;,65;,66;-,016;-,04;-,04;1;1,01;2,48;2,5
12696;0;2,5;1,8;,6;,58;,58;,72;,66;,66;-,044;-,04;-,04;1;,99;2,48;2,5
12638;0;2,5;1,8;,6;,6;,59;,68;,67;,67;-,04;-,032;-,04;1;1,01;2,48;2,5
12580;0;2,5;1,8;,6;,62;,6;,68;,67;,67;-,04;-,032;-,04;1;1,01;2,48;2,5
12522;0;2,5;2,98;,65;,62;,61;,7;,67;,67;-,04;-,04;-,04;1;1,02;2,48;2,5
12521;1;2,48;4;,7;,64;,62;,72;,67;,68;-,032;-,032;-,032;1,03;1;2,48;2,5
12346;1;2,48;4;,65;,62;,62;,7;,66;,71;-,032;-,016;-,04;1,19;1;2,48;2,5
12212;1;2,5;2,25;,65;,62;,62;,73;,68;,71;-,04;-,024;-,048;,98;,83;2,5;2,52
12212;0;2,51;9,45;,6;,62;,62;,69;,66;,72;-,044;-,032;-,02;1,02;1;2,48;2,52
12173;1;2,5;5;,6;,6;,62;,72;,68;,71;-,04;-,016;-,008;,81;1,31;2,5;2,52
