8322;1;2,14;4,86;,6;,58;,55;,58;,6;,59;,019;,047;,014;;;2,14;2,16
8298;1;2,12;4,36;,55;,58;,55;,55;,61;,59;,019;,009;,019;1,1;1,19;2,12;2,14
8297;0;2,14;4,86;,55;,56;,54;,56;,58;,59;,009;,117;,103;,99;,84;2,12;2,16
8274;1;2,14;,94;,55;,58;,55;,56;,61;,6;,009;-,005;,065;1,01;1,28;2,12;2,14
8265;0;2,14;3,92;,55;,56;,55;,59;,61;,6;0;0;,028;1,04;,78;2,14;2,16
8255;1;2,14;1,08;,6;,58;,55;,65;,64;,6;0;0;,028;,96;1,3;2,12;2,14
8233;0;2,14;3,78;,6;,56;,54;,67;,63;,6;0;,056;,019;1;,77;2,12;2,16
8196;1;2,14;3,63;,65;,58;,55;,7;,66;,61;0;,056;,005;1;1,65;2,12;2,14
8137;0;2,14;1,23;,65;,58;,55;,71;,65;,61;0;,056;-,009;1,03;,61;2,14;2,16
8129;1;2,14;1,65;,7;,6;,56;,74;,67;,61;0;,056;,075;,97;1,28;2,12;2,14
8090;1;2,12;5,05;,7;,58;,56;,75;,64;,61;,009;,066;,085;1,03;1;2,12;2,14
8056;0;2,14;3,89;,7;,58;,56;,74;,64;,62;,009;,056;-,009;,85;,78;2,14;2,16
8048;1;2,14;5,54;,7;,58;,57;,75;,63;,63;,009;,019;-,009;1,41;1;2,14;2,16
8024;1;2,14;5,54;,65;,56;,57;,7;,6;,63;,009;,056;-,005;,76;,8;2,14;2,16
7992;0;2,16;5,7;,6;,54;,56;,66;,57;,63;0;,009;-,009;1,38;1,41;2,14;2,16
7881;1;2,14;5,54;,65;,56;,56;,73;,59;,62;0;,028;,056;,74;1;2,14;2,16
7877;0;2,16;1,78;,65;,56;,56;,73;,59;,62;-,009;,023;-,009;1;,73;2,14;2,18
7837;0;2,16;6,53;,7;,56;,56;,76;,58;,61;-,009;,046;-,009;1;1,41;2,14;2,16
7789;1;2,14;5,54;,75;,56;,56;,84;,58;,62;0;,056;-,009;1,02;1;2,14;2,16
7781;1;2,12;,02;,7;,56;,56;,79;,58;,62;,009;,066;0;1;1;2,14;2,16
7781;0;2,18;,09;,65;,56;,56;,74;,59;,63;-,018;,037;-,037;1;1;2,14;2,16
7746;0;2,17;4,9;,65;,56;,56;,69;,58;,62;-,023;,014;-,032;1,48;,87;2,14;2,18
7746;1;2,14;5,54;,7;,58;,56;,75;,61;,62;0;,019;-,019;1;1,15;2,14;2,16
7742;1;2,16;6,02;,65;,58;,56;,69;,6;,61;-,009;,009;-,028;,91;,87;2,16;2,18
7735;1;2,16;6,02;,6;,56;,56;,63;,58;,61;-,009;,009;-,028;1,04;,45;2,16;2,18
7705;1;2,16;6,02;,6;,56;,55;,63;,58;,6;-,009;,009;-,037;,73;1;2,14;2,18
7687;1;2,16;,61;,55;,54;,55;,59;,56;,61;-,009;,009;-,065;1,42;1,05;2,14;2,16
7639;1;2,14;5,54;,55;,54;,55;,59;,58;,61;0;,028;-,056;,73;2,36;2,14;2,16
7634;1;2,14;5,54;,55;,54;,55;,57;,58;,61;0;,019;-,065;1,04;1;2,14;2,16
7628;1;2,14;5,54;,5;,52;,55;,5;,57;,61;0;,019;-,056;1,55;1;2,14;2,16
7616;1;2,14;2,42;,45;,52;,55;,45;,57;,61;-,009;,019;-,065;,66;1,43;2,12;2,14
7600;0;2,14;3,12;,45;,52;,55;,51;,58;,62;0;,009;-,056;,84;,7;2,14;2,16
7598;0;2,16;4,09;,45;,52;,55;,47;,58;,62;-,009;0;-,065;1;1,42;2,14;2,16
7593;0;2,16;1,32;,5;,54;,55;,55;,6;,6;-,009;0;-,056;1,19;,56;2,16;2,18
7592;1;2,16;5,54;,5;,56;,56;,56;,6;,61;0;-,009;-,028;1,04;1;2,16;2,18
7586;1;2,16;6,03;,5;,56;,55;,57;,6;,61;-,009;-,009;-,037;1,05;1;2,16;2,18
7574;1;2,16;2;,45;,54;,54;,53;,59;,6;0;-,009;-,037;1,02;1;2,16;2,18
7501;1;2,16;6,28;,45;,52;,53;,57;,57;,6;0;-,009;-,046;1,05;1;2,16;2,18
7498;0;2,18;3;,45;,5;,52;,55;,56;,59;-,018;-,018;-,055;1;,73;2,16;2,2
7450;0;2,2;5,75;,5;,5;,53;,61;,56;,6;-,036;-,027;-,055;,97;1,32;2,16;2,2
7425;1;2,16;3,68;,5;,5;,54;,58;,57;,61;,009;-,009;-,065;,9;1;2,16;2,2
7407;0;2,21;5,78;,5;,5;,53;,57;,58;,6;-,018;-,023;-,081;1;,62;2,16;2,22
7367;0;2,22;4,18;,5;,5;,53;,57;,58;,6;-,036;-,027;-,063;1;,99;2,16;2,24
7261;0;2,2;5,77;,5;,52;,53;,55;,6;,6;-,018;-,018;-,055;1;1,12;2,16;2,2
7249;1;2,18;6,74;,5;,52;,53;,54;,61;,61;-,009;-,009;-,009;2,18;1;2,18;2,2
7242;0;2,2;1,54;,5;,5;,53;,53;,58;,6;-,018;-,027;-,045;1,58;,89;2,2;2,24
7236;1;2,2;,42;,55;,52;,54;,56;,59;,61;-,018;-,027;-,045;1,02;1,23;2,2;2,22
7169;1;2,2;2,38;,5;,52;,53;,53;,6;,61;-,027;-,027;-,055;1,14;,74;2,2;2,22
7117;0;2,22;5,78;,45;,5;,52;,49;,58;,6;-,036;-,036;-,063;1;1,22;2,2;2,22
7116;0;2,22;3,12;,5;,52;,53;,54;,59;,61;-,036;-,036;-,023;,97;,91;2,22;2,24
7110;1;2,22;11,43;,55;,52;,53;,58;,58;,59;-,036;-,036;,009;1,47;,98;2,22;2,24
7101;0;2,24;8,87;,55;,52;,52;,57;,58;,58;-,045;-,054;-,045;1,26;1,12;2,24;2,34
7097;1;2,24;10,43;,55;,52;,52;,56;,59;,59;-,036;-,045;,067;,56;,96;2,2;2,34
7082;0;2,22;,11;,55;,52;,52;,57;,59;,59;-,027;-,036;-,041;1;1,04;2,2;2,36
7026;0;2,2;1,93;,55;,52;,53;,53;,58;,59;-,018;-,027;-,027;1,25;,88;2,18;2,22
7026;1;2,2;8,85;,55;,54;,53;,54;,6;,59;-,018;-,027;-,027;1;1,36;2,18;2,2
7012;1;2,18;11;,55;,52;,54;,53;,58;,59;-,009;-,018;,037;1,65;,73;2,18;2,22
7002;1;2,18;1,99;,55;,52;,54;,52;,57;,59;-,009;-,018;,037;,16;,81;2,16;2,18
6983;1;2,16;9,42;,55;,52;,54;,54;,57;,59;,009;-,009;,046;1,1;1,42;2,16;2,18
6975;0;2,16;11;,5;,52;,54;,5;,55;,59;,019;-,009;,046;,68;1,32;2,14;2,16
6960;0;2,14;6,71;,55;,54;,55;,58;,6;,6;,009;-,009;,056;,98;1;2,12;2,16
6960;1;2,14;2;,55;,54;,55;,57;,59;,6;,033;0;,056;1;,89;2,12;2,14
6945;0;2,17;7,96;,55;,56;,56;,6;,63;,61;,023;-,014;,005;1;,92;2,12;2,18
6943;0;2,18;7,54;,6;,58;,57;,66;,66;,62;,009;-,018;,037;1;1,18;2,12;2,2
6882;1;2,14;3,57;,65;,58;,58;,7;,67;,63;,019;,009;,019;1;,79;2,12;2,14
6838;1;2,12;7,23;,65;,56;,58;,69;,64;,63;,038;,009;,038;1,05;,55;2,12;2,14
6831;0;2,14;8;,6;,56;,57;,66;,64;,61;,028;,009;,033;1;1,2;2,12;2,14
6800;0;2,14;7,97;,6;,56;,58;,67;,64;,63;,028;,009;,056;,86;1,16;2,14;2,16
6792;1;2,14;7,97;,6;,56;,58;,7;,65;,63;,037;0;,056;1,05;1;2,14;2,16
6767;1;2,14;7,97;,55;,56;,57;,67;,65;,62;,037;-,009;,056;1,06;1;2,14;2,16
6718;1;2,14;7,97;,5;,56;,57;,64;,65;,61;,037;,019;,056;1,06;1;2,14;2,16
6717;0;2,16;9,42;,5;,54;,57;,66;,63;,61;,037;,005;,019;1,27;1,04;2,16;2,18
6713;1;2,16;11,08;,5;,56;,58;,68;,66;,62;,037;-,009;,009;1,15;1;2,16;2,18
6691;0;2,18;8;,5;,54;,57;,68;,62;,6;,018;-,009;0;1;1,32;2,16;2,18
6605;1;2,16;6,6;,5;,56;,58;,72;,64;,61;,019;0;,009;1,03;1,31;2,14;2,16
6570;0;2,16;2,56;,45;,54;,57;,63;,63;,6;,019;0;,009;,86;,76;2,16;2,18
6562;1;2,16;8,7;,5;,56;,57;,65;,64;,6;,009;0;,009;1,09;1;2,16;2,18
6556;1;2,16;7,46;,5;,56;,57;,65;,63;,61;,009;-,009;,019;,7;1,34;2,14;2,16
6521;0;2,16;2,17;,45;,56;,57;,58;,64;,61;0;-,009;,009;1,46;,74;2,16;2,18
6520;1;2,15;7,96;,5;,58;,57;,59;,64;,6;,005;-,005;,014;,7;1;2,14;2,18
6472;1;2,16;7,11;,45;,58;,57;,52;,64;,6;-,009;-,009;,009;1;1,35;2,14;2,16
6457;0;2,16;2,06;,45;,58;,57;,52;,65;,59;-,009;-,009;0;1,37;,74;2,16;2,18
6447;1;2,16;9,17;,45;,58;,58;,52;,66;,6;,005;0;0;1,11;1;2,16;2,18
6382;1;2,16;1,58;,45;,56;,58;,52;,61;,6;,009;0;0;,66;1;2,14;2,18
6367;1;2,14;,55;,45;,56;,57;,54;,62;,59;0;,009;0;1,56;1;2,14;2,18
6262;0;2,18;2,2;,4;,54;,56;,52;,61;,59;-,028;-,009;-,018;,54;1,1;2,14;2,18
6093;0;2,16;6,8;,4;,54;,57;,51;,62;,6;-,009;0;-,009;1;1,37;2,14;2,16
6092;0;2,16;2;,45;,54;,58;,57;,63;,61;-,009;0;-,009;1;,73;2,14;2,18
6087;0;2,18;2,11;,5;,54;,59;,58;,63;,61;-,018;0;-,018;2,52;,74;2,18;2,22
6071;0;2,2;,5;,55;,56;,59;,6;,63;,61;-,027;0;-,027;1,68;1,01;2,18;2,2
6003;1;2,18;13,97;,6;,58;,6;,63;,65;,62;-,018;-,009;-,018;1,35;1;2,16;2,2
5980;0;2,18;6,06;,6;,56;,59;,62;,61;,6;-,009;,014;-,009;,26;1,23;2,16;2,18
5967;1;2,16;8,74;,65;,56;,6;,68;,62;,62;0;,028;0;1,09;1;2,16;2,18
5937;0;2,18;2;,65;,54;,6;,69;,6;,61;0;,009;-,009;1;,8;2,16;2,2
5833;0;2,19;10,48;,65;,54;,61;,7;,6;,62;-,014;-,005;-,014;1;1,33;2,16;2,2
5737;1;2,16;3;,65;,56;,62;,67;,62;,63;0;,019;-,009;1,03;1;2,16;2,2
5618;1;2,16;8,74;,65;,56;,62;,69;,63;,63;0;,019;-,009;,66;,94;2,14;2,18
5582;0;2,18;7,8;,6;,54;,61;,62;,61;,62;-,009;,009;-,018;,89;1,48;2,14;2,18
5581;1;2,16;,7;,6;,54;,62;,65;,63;,63;0;,028;-,009;1;1,35;2,14;2,16
5576;0;2,16;8,03;,6;,54;,61;,68;,63;,63;-,005;,028;-,009;1,42;,74;2,16;2,18
5575;1;2,15;8,02;,65;,54;,62;,74;,6;,64;,005;,033;-,005;,63;1;2,14;2,18
5574;0;2,18;1,62;,6;,52;,61;,7;,59;,63;-,009;,028;-,028;1,51;,72;2,18;2,2
5569;1;2,18;8,85;,65;,52;,62;,72;,59;,63;-,009;,028;-,018;1,08;1;2,18;2,2
5563;1;2,18;5,25;,6;,52;,62;,64;,58;,62;-,009;,018;-,018;,61;1,24;2,14;2,18
5547;0;2,18;4,11;,6;,52;,62;,63;,59;,63;-,018;,009;-,018;1,63;,81;2,18;2,2
5539;0;2,18;2,96;,6;,54;,62;,63;,6;,6;0;,009;-,018;,61;1;2,14;2,2
5539;1;2,18;5,89;,65;,56;,63;,67;,61;,6;-,009;0;-,018;1;1,28;2,14;2,18
5496;1;2,14;1,15;,65;,56;,63;,66;,6;,64;,009;,019;0;1,01;1,3;2,14;2,16
5491;1;2,14;,58;,65;,56;,62;,68;,61;,63;,019;,009;0;1;1;2,14;2,16
5335;1;2,14;9,9;,65;,56;,62;,68;,62;,64;,028;,009;0;1,89;1;2,14;2,16
5311;1;2,14;8,74;,65;,56;,61;,68;,61;,62;,019;0;-,009;1,05;1,1;2,12;2,14
5274;1;2,12;8,9;,65;,56;,6;,69;,6;,61;,028;,009;,009;1,11;1;2,12;2,14
5261;1;2,14;13,84;,6;,56;,59;,67;,59;,6;,009;,014;0;1;,91;2,12;2,16
5261;0;2,14;1,16;,55;,56;,59;,55;,58;,6;,019;,019;0;,89;1;2,14;2,16
5253;0;2,14;14,67;,6;,58;,6;,58;,58;,6;,023;0;,009;1,11;,58;2,12;2,18
5232;1;2,14;9,9;,6;,6;,6;,64;,62;,62;,009;-,009;0;,99;1,07;2,14;2,16
5217;0;2,16;8,82;,55;,58;,6;,6;,58;,61;0;-,009;0;1;1,66;2,14;2,16
5213;0;2,16;2,05;,55;,6;,6;,64;,61;,62;,009;-,009;0;,83;,56;2,16;2,18
5208;1;2,16;10,87;,55;,6;,6;,65;,61;,61;0;-,009;-,009;1,13;1;2,16;2,18
5106;1;2,16;7,16;,55;,58;,59;,62;,58;,6;0;-,009;-,019;1,06;1,57;2,14;2,16
5076;0;2,14;4,46;,55;,58;,59;,63;,57;,6;,005;0;,019;1,01;1;2,12;2,16
5076;1;2,14;5,43;,55;,6;,59;,59;,58;,6;,019;,009;,014;1;,88;2,12;2,14
5068;0;2,14;11,79;,5;,6;,59;,56;,58;,6;,019;,009;0;1,02;1,14;2,14;2,16
5060;1;2,14;2;,5;,6;,59;,61;,57;,59;,019;,019;,009;1,03;1;2,14;2,16
5059;0;2,16;3,71;,45;,6;,59;,6;,57;,6;,009;0;0;,89;,64;2,16;2,18
5058;1;2,16;9,9;,5;,6;,6;,62;,57;,61;,009;0;0;1,13;1;2,16;2,18
5054;1;2,16;1,39;,5;,58;,59;,61;,54;,58;,009;0;0;,49;,73;2,14;2,16
5041;1;2,14;9,9;,45;,58;,58;,6;,58;,58;0;,009;0;2,02;1;2,14;2,16
