9997;0;5,8;,48;114,44;94,46;5,7;5,9
9986;0;5,9;,18;114,44;94,1;5,7;5,9
9964;1;5,8;,15;45,95;94,1;5,8;5,9
9963;0;5,9;,3;45,95;93,51;5,8;5,9
9952;1;5,8;,15;28,25;93,51;5,8;5,9
9946;1;5,8;,93;113,21;93,51;5,7;5,9
9929;1;5,8;,77;130,13;111,74;5,6;5,8
992;1;6,2;3,71;561,96;243,71;6,2;6,4
9919;0;5,8;,73;116,35;110,44;5,6;5,8
99;1;5,9;33,03;1624,79;906,97;5,9;6
9909;0;5,7;2;31,16;110,44;5,7;5,8
9905;0;5,8;17,55;31,16;92,9;5,7;5,8
9904;1;5,7;,03;31,13;92,9;5,7;5,8
9855;1;5,7;,03;40,55;92,9;5,7;5,8
9837;1;5,7;,42;40,13;92,9;5,7;5,8
9831;1;5,7;,03;40,1;92,9;5,7;5,8
9781;0;5,8;,85;40,1;91,19;5,7;5,8
9777;1;5,7;,8;39,3;91,19;5,7;5,8
9772;1;5,7;,72;38,58;91,19;5,7;5,8
975;0;6,4;5;578,15;223,59;6,2;6,4
97;1;5,9;100;1329,87;930,83;5,9;6
97;0;6;115,11;1347;824,72;5,9;6
970;0;6,4;4,47;593,47;227,75;6,2;6,4
9662;1;5,7;12;20,58;91,19;5,7;5,8
965;1;6,2;20;573,47;227,75;6,2;6,4
9645;1;5,7;,03;20,55;91,19;5,7;5,8
96;0;6;44,68;1425,89;805,82;5,9;6
9602;1;5,7;7,58;104,25;86,19;5,6;5,8
9546;0;5,8;,85;104,25;84,51;5,6;5,8
9536;1;5,7;,03;27,07;83,5;5,7;5,8
9536;0;5,8;,5;27,07;83,5;5,7;5,8
95;1;5,9;3;1359,01;725,09;5,9;6
95;0;6;30;1363,99;695,09;5,9;6
9504;0;5,8;,36;27,07;82,79;5,7;5,8
950;1;6,2;2;568,43;230,72;6,2;6,4
94;1;5,9;36,67;1356,2;698,09;5,9;6
93;1;5,9;290,2;1226,22;765,73;5,8;6
9314;1;5,7;9,58;142,14;82,79;5,6;5,8
9299;1;5,6;4,3;137,84;82,79;5,6;5,8
9295;0;5,8;,87;137,84;81,05;5,6;5,8
9289;0;5,8;,44;137,84;80,18;5,6;5,8
9283;1;5,7;,15;57,12;80,18;5,7;5,8
9283;0;5,8;,58;57,12;79,01;5,7;5,8
9282;0;5,8;1,5;57,12;108,51;5,7;5,9
9279;1;5,7;3,28;53,84;108,51;5,7;5,9
923;1;6,2;3,58;564,85;230,72;6,2;6,4
922;1;6,2;3;564,93;227,25;6,2;6,4
922;0;6,4;3,46;564,85;227,25;6,2;6,4
92;1;5,81;19;1199,24;490,37;5,8;6
920;1;6,2;,01;564,92;227,25;6,2;6,4
9;1;5,3;23,85;1223,51;419,21;5,3;5,4
9138;1;5,7;1,08;137,84;33,24;5,6;5,7
912;1;6,2;2;562,92;227,25;6,2;6,4
9121;1;5,6;,03;137,81;32,56;5,6;5,7
9121;0;5,75;2,95;137,81;32,56;5,6;5,9
9115;0;5,8;,13;137,81;80,42;5,6;5,8
9109;0;5,8;,23;137,81;79,97;5,6;5,8
91;0;5,9;,37;1134,13;546,98;5,8;5,9
9091;1;5,7;,15;56,48;79,97;5,7;5,8
9073;1;5,7;,15;58,93;109,23;5,7;5,9
9073;0;5,8;1,59;58,93;108,51;5,7;5,9
9;0;5,4;118,07;1223,51;419,21;5,3;5,4
9048;0;5,82;,59;62,93;108,33;5,7;5,9
9019;0;5,8;,17;62,93;108,54;5,7;5,9
90;1;5,8;150;971,68;522,72;5,8;5,9
90;0;5,9;39,64;967,13;522,72;5,8;5,9
8982;1;5,54;,29;62,93;109,09;5,7;5,9
8982;0;5,8;,02;62,93;109,09;5,7;5,9
8975;0;5,8;,38;62,93;108,33;5,7;5,9
897;0;6,4;12,5;589,47;186,17;6,2;6,4
896;1;6,2;4,47;595,08;194,3;6,2;6,4
8959;1;5,8;,56;60,59;108,33;5,8;5,9
893;1;6,2;2;593,08;194,3;6,2;6,4
892;1;6,2;2;591,08;194,3;6,2;6,4
892;0;6,4;2,5;591,08;191,8;6,2;6,4
89;1;5,8;36,93;1199,13;579,5;5,8;5,9
89;0;5,9;1;1199,13;579,5;5,8;5,9
8904;1;5,8;,55;57,44;108,33;5,8;5,9
8856;1;5,8;,55;61,14;107,52;5,8;5,9
8856;0;5,9;,4;61,14;107,52;5,8;5,9
8842;0;5,9;,27;61,14;106,98;5,8;5,9
8820;1;5,8;,56;60,59;106,65;5,8;5,9
8820;0;5,9;,16;60,59;106,65;5,8;5,9
88;1;5,9;5;1115,81;816,46;5,9;6
88;0;5,9;40,99;1120,81;821,55;5,9;6
8801;0;5,9;1,94;60,59;102,77;5,8;5,9
8790;1;5,8;,55;60,03;102,77;5,8;5,9
8748;0;5,9;,96;60,03;100,84;5,8;5,9
8747;1;5,8;,55;59,48;100,84;5,8;5,9
8745;0;5,9;,72;59,48;99,41;5,8;5,9
8736;1;5,8;,55;58,93;97,21;5,8;5,9
8736;0;5,9;1,09;58,93;97,21;5,8;5,9
87;1;5,9;4,01;1237,13;484,83;5,8;5,9
8692;0;5,9;,74;58,93;95,72;5,8;5,9
8687;0;5,9;,09;58,93;95,54;5,8;5,9
8682;1;5,8;,19;58,74;95,54;5,8;5,9
8675;0;5,9;,82;58,74;93,89;5,8;5,9
8652;1;5,8;,19;58,55;93,89;5,8;5,9
865;1;6,2;2,36;606,98;172,33;6,2;6,4
8633;1;5,8;,19;58,36;93,89;5,8;5,9
863;1;6,2;18,53;588,45;172,33;6,2;6,4
8615;1;5,8;,19;58,17;93,89;5,8;5,9
86;0;5,9;,11;1213,75;599,87;5,8;5,9
8592;1;5,8;,19;57,98;93,89;5,8;5,9
8579;1;5,8;,19;57,79;93,89;5,8;5,9
8574;1;5,8;,19;57,6;93,89;5,8;5,9
