99;1;4,1;12,94;459,56;391,94;4,1;4,2
98;1;4;6,05;442,95;299,99;4;4,1
9761;0;4,4;,35;58,91;198,95;4,3;4,4
974;1;4,5;21,11;234,28;113;4,4;4,5
974;0;4,5;14,89;133,9;114,11;4,4;4,6
972;1;4,5;3,14;191,13;128,39;4,4;4,6
97;0;4,1;22,33;442,95;292,85;4;4,1
9700;0;4,4;3,17;58,91;195,79;4,3;4,4
96;1;4;44,66;420,3;299,14;4;4,1
96;0;4,1;18,79;464,95;289,03;4;4,1
95;1;4;2;418,3;336,34;4;4,1
94;1;4;12,78;348,52;275,29;4;4,1
940;1;4,5;6,72;217,72;106,84;4,5;4,6
928;0;4,6;,42;158,58;114,9;4,5;4,6
9220;0;4,4;,37;58,91;195,42;4,3;4,4
920;1;4,5;13,4;171,1;109,89;4,5;4,6
9;1;4,4;85,75;1367,8;549,39;4,4;4,5
91;1;4;2;346,4;300,38;4;4,1
910;1;4,5;5,36;169,74;129,03;4,5;4,6
90;1;4,05;19,25;357,52;256,75;4;4,2
90;0;4,1;47,52;409,83;256,75;4;4,2
897;0;4,6;5,55;180,05;139,75;4,5;4,6
891;0;4,6;2;180,05;149,75;4,5;4,6
89;0;4,2;,38;357,52;323,79;4,1;4,2
885;0;4,6;,11;180,05;147,64;4,5;4,6
884;1;4,5;8,94;171,11;147,64;4,5;4,6
8817;0;4,4;,74;58,91;194,68;4,3;4,4
88;1;4,05;44,66;445,94;323,79;4;4,2
8740;0;4,4;7,53;58,91;187,15;4,3;4,4
87;1;4;4,47;432,2;328,26;4;4,2
8659;0;4,4;2,16;58,91;182,83;4,3;4,4
8648;0;4,4;,74;58,91;182,09;4,3;4,4
864;1;4,5;2,72;186,75;130,81;4,5;4,6
86;1;4;15,77;413,43;328,26;4;4,2
8588;0;4,4;,64;58,91;181,45;4,3;4,4
8552;0;4,4;,64;58,91;205,81;4,3;4,4
844;1;4,5;42,64;258,19;247,8;4,4;4,5
843;1;4,4;43,17;165,71;175,69;4,3;4,4
8429;1;4,3;4,58;113,84;96,97;4,2;4,3
8429;0;4,3;8,41;113,84;205,81;4,2;4,4
84;0;4,1;12,53;413,43;255,22;4;4,1
837;1;4,3;4,88;197,08;184,73;4,3;4,4
8341;0;4,4;,64;46,09;205,17;4,3;4,4
829;1;4,3;2,04;194,06;189,14;4,3;4,4
829;0;4,4;,05;194,06;189,14;4,3;4,4
8221;0;4,4;,64;46,09;204,53;4,3;4,4
82;0;4,1;8,11;419,47;267,14;4;4,1
8179;0;4,4;,64;46,09;203,89;4,3;4,4
8;1;4,4;8,85;1331,93;683,49;4,4;4,5
81;1;4,1;12,69;330,72;351,79;4,1;4,2
81;0;4,1;13,33;339,93;366,2;4,1;4,2
8082;0;4,4;,64;46,09;203,25;4,3;4,4
80;1;4,1;2,6;361,54;351,79;4,1;4,2
7992;0;4,4;,64;46,09;202,61;4,3;4,4
76;1;4,1;4,72;483,25;351,79;4,1;4,2
7500;1;4,22;5;90,06;205,86;4,2;4,4
74;0;4,2;19,59;519,37;332,2;4,1;4,2
73;1;4,1;10;526,63;277,61;4,1;4,2
73;0;4,2;65,15;503,71;277,61;4,1;4,3
726;0;4,4;29,48;297,29;206,24;4,3;4,4
72;1;4,2;3,01;509,78;399,61;4,2;4,3
72;0;4,3;,08;509,78;393,53;4,2;4,3
7;1;4,4;,1;971,38;603,49;4,4;4,5
713;1;4,4;11,93;327,54;275,13;4,3;4,5
713;0;4,4;17,56;263,16;275,13;4,4;4,5
708;1;4,3;,12;259,58;181,19;4,3;4,4
7054;1;4,3;1,4;102,24;206,03;4,2;4,4
705;0;4,4;2;307,96;207;4,3;4,4
7;0;4,5;25;947,92;596,99;4,4;4,5
69;1;4,2;1;507,46;385,4;4,2;4,3
6898;0;4,4;,16;46,16;209,12;4,3;4,4
6844;0;4,4;,16;46,16;208,96;4,3;4,4
6832;0;4,4;,16;46,16;205,38;4,3;4,4
6825;0;4,4;,16;46,16;201,97;4,3;4,4
68;1;4,2;4,23;503,23;385,4;4,2;4,3
6796;0;4,4;,16;46,16;201,81;4,3;4,4
66;1;4,2;1,79;485,32;385,4;4,2;4,3
65;0;4,3;18,92;497,18;366,49;4,2;4,3
6472;0;4,4;,46;46,16;201,35;4,3;4,4
64;1;4,2;13,29;550,04;385,52;4,2;4,3
6386;0;4,4;,46;46,16;204,14;4,3;4,4
6339;0;4,4;3,38;46,16;200,75;4,3;4,4
632;0;4,4;25,04;313,96;190,84;4,3;4,4
6291;0;4,4;,46;46,16;197,04;4,3;4,4
618;1;4,3;7,15;235,63;251,15;4,3;4,4
617;1;4,3;5,5;230,13;258,57;4,3;4,4
6160;1;4,3;1,68;103,99;95,36;4,2;4,3
6160;0;4,3;12,32;103,99;200,29;4,2;4,4
6;1;4,4;58,87;921,6;598,49;4,4;4,5
6;0;4,5;5;950,47;598,49;4,4;4,5
603;0;4,4;19,66;230,91;241,92;4,3;4,4
602;1;4,29;89,32;427,78;241,92;4,2;4,4
60;1;4,3;12,25;342;425,38;4,3;4,4
60;0;4,3;80,77;347,06;428,42;4,3;4,4
