9993;1;3,25;,59;23,62;108,91;3,25;3,3
9986;1;3,25;2,28;107,96;82,71;3,2;3,25
9986;0;3,25;7,72;24,04;108,91;3,25;3,3
99;1;3,02;112,17;1997,65;1911,57;3;3,05
99;0;3,05;166,63;2001,55;1943,1;3;3,1
98;1;3;94,93;1925,53;1990,32;3;3,05
98;0;3,05;30,95;1941,53;1990,32;3;3,05
9779;1;3,19;15;94,97;82,49;3,15;3,25
975;1;2,94;2;321,95;384,65;2,94;2,96
97;1;3;56,19;2440,12;1906,13;3;3,05
97;0;3,05;21,45;2454,1;1906,13;3;3,05
966;0;2,96;41,15;321,95;343,5;2,94;2,96
9656;0;3,25;2;98,89;80,49;3,2;3,25
962;1;2,94;50;271,95;343,5;2,94;2,96
96;1;3;22,88;2462,84;1936,62;3;3,05
96;0;3,05;,43;2537,84;1952,99;3;3,05
958;0;2,96;13,11;382,74;373,82;2,94;2,96
957;1;2,94;5;377,74;357,21;2,94;2,96
957;0;2,96;16,61;382,74;357,21;2,94;2,96
956;1;2,94;15;362,75;357,21;2,94;2,96
953;1;2,94;16,16;355,9;313,78;2,94;2,96
95;1;3;26,81;2552,44;2013,39;3;3,05
945;1;2,94;3;352,9;316,93;2,94;2,96
9427;0;3,25;3;27,74;101,59;3,25;3,3
9423;1;3,25;1,44;112,92;93,14;3,2;3,25
94;1;3;32,31;3425,96;1956,54;3;3,05
9408;0;3,25;,02;112,92;93,25;3,2;3,25
939;1;2,94;5;347,9;316,93;2,94;2,96
9387;1;3,2;20,9;103,2;41,96;3,15;3,2
9387;0;3,2;10,83;103,2;31,13;3,15;3,2
9379;0;3,2;,09;115,21;31,04;3,15;3,2
9358;1;3,15;3,33;105,89;31,04;3,15;3,2
935;1;2,94;17;332,69;327,29;2,94;2,96
9343;0;3,2;,09;105,89;30,95;3,15;3,2
9342;1;3,15;3;102,89;30,95;3,15;3,2
93;1;3;58;2989,05;2088,21;3;3,05
9307;0;3,2;,09;105,1;370,96;3,15;3,2
93;0;3,05;30;2989,05;2088,21;3;3,05
929;0;2,96;2;332,69;368,68;2,94;2,96
