99;1;4,2;47,86;919,35;564,48;4,2;4,3
99;0;4,3;1,32;892,58;564,48;4,2;4,3
98;1;4,2;120,22;837,14;574,48;4,2;4,3
97;1;4,2;79,26;902,83;563,48;4,1;4,3
964;0;4,8;34,44;246,38;381,03;4,7;4,9
963;1;4,8;2;113,86;382,25;4,8;4,9
963;0;4,9;3,05;115,86;382,25;4,8;4,9
962;0;4,9;2,4;159,12;379,85;4,8;4,9
96;1;4,2;20;906,18;570,7;4,2;4,3
959;1;4,8;2;120,49;382,86;4,8;4,9
958;0;4,9;2,54;120,49;380,32;4,8;4,9
955;1;4,73;16;249,19;380,32;4,7;4,9
94;1;4,2;190,53;942,95;644,7;4,1;4,3
9379;0;4,9;1,63;92,78;372,45;4,7;4,9
93;1;4,18;45;845,57;637,48;4,1;4,3
93;0;4,2;8,04;1041,31;666,26;4,1;4,2
9278;0;4,9;5,46;24,81;386,99;4,8;4,9
9267;0;4,9;1,03;24,81;388,96;4,8;4,9
924;0;4,9;8,6;154,16;376,71;4,8;4,9
923;1;4,8;5;149,16;392,2;4,8;4,9
9195;0;4,9;1,03;41,29;387,93;4,8;4,9
9159;0;4,9;1,03;44,14;386,9;4,8;4,9
9147;0;4,9;1,03;44,14;385,87;4,8;4,9
9;1;4,1;162,89;884,4;807,17;4;4,2
91;1;4,1;39;932,01;695,93;4,1;4,2
91;0;4,2;7,5;953,13;695,93;4,1;4,2
9097;1;4,8;8,76;95,02;360,65;4,7;4,8
9092;0;4,8;,43;95,87;362,8;4,7;4,8
9081;0;4,8;5,86;95,87;351,08;4,7;4,8
9068;0;4,8;2,26;95,87;347,79;4,7;4,8
9064;0;4,8;5,12;95,87;343,33;4,7;4,9
9;0;4,1;101,15;881,44;805,8;4;4,2
90;1;4,1;5;925,09;698,61;4,1;4,2
90;0;4,2;18,24;924,72;680,37;4,1;4,2
8995;0;4,9;1,03;39,19;384,84;4,8;4,9
8994;0;4,9;,11;39,19;384,62;4,8;4,9
8956;0;4,9;2,07;39,19;382,55;4,8;4,9
8950;0;4,9;2,07;42,58;380,48;4,8;4,9
89;1;4,1;39,63;925,65;680,37;4,1;4,2
8914;0;4,9;2,07;44,69;428,41;4,8;4,9
8902;1;4,8;5,48;41,32;428,41;4,8;4,9
8896;0;4,9;2,07;44,29;426,34;4,8;4,9
8884;1;4,8;3,64;37,12;426,34;4,8;4,9
8883;1;4,8;1,82;98,84;386,11;4,7;4,8
8878;0;4,8;3,64;98,84;383,68;4,7;4,9
8860;0;4,8;2,43;105,4;385,38;4,7;4,8
8858;0;4,8;2,24;105,4;384,05;4,7;4,8
8819;1;4,7;2;111,4;426,34;4,7;4,9
88;1;4,1;4,5;931,69;698,24;4,1;4,2
8734;0;4,9;2,07;24,05;418,65;4,8;4,9
87;1;4,1;38,96;927,32;680,24;4,1;4,2
867;0;4,9;2;175,25;420,41;4,8;4,9
86;1;4,1;61,1;875,44;680,24;4,1;4,2
85;1;4,1;,73;923,27;666,18;4,1;4,2
85;0;4,2;20,06;913,75;666,18;4,1;4,2
84;1;4,1;25,26;898,29;681,5;4,1;4,2
83;1;4,1;11,5;880,39;712,81;4,1;4,2
83;0;4,2;69,48;825,55;654,81;4,1;4,2
82;1;4,1;27,88;922,56;603,04;4,1;4,2
82;0;4,2;85;922,56;614,06;4,1;4,2
8;1;4,1;11,72;1044,16;1081,38;4,1;4,2
8138;1;4,8;2;101,83;418,65;4,7;4,9
81;1;4,2;41,3;778,63;677;4,2;4,3
81;0;4,3;4,01;923,48;679,83;4,2;4,3
8;0;4,2;39,71;1007,84;1006,5;4,1;4,2
80;1;4,2;61,69;921,44;690,07;4,2;4,3
797;0;4,9;35,71;198,49;393,75;4,8;4,9
7939;0;4,9;1,77;24,18;415,95;4,8;4,9
793;0;4,9;39,7;213,18;391,06;4,8;5
79;1;4,2;10;903,88;690,07;4,2;4,3
7904;1;4,8;2,56;95,75;415,95;4,7;4,9
783;1;4,9;8,59;218,78;403,32;4,8;4,9
781;1;4,8;21,37;197,4;435,75;4,8;4,9
773;0;4,9;5;221,21;432,54;4,8;4,9
77;1;4,2;2,68;1072,86;690,07;4,2;4,3
7711;0;4,9;1,77;31,39;417,18;4,8;4,9
767;0;4,9;8,62;195,14;406,67;4,8;4,9
7658;1;4,8;2,3;109,04;417,71;4,7;4,9
7658;0;4,87;2;109,04;415,71;4,7;4,9
76;1;4,2;80;1028,03;740,07;4,2;4,3
760;0;4,9;2;193,14;412,09;4,8;4,9
7548;0;4,9;1,77;31,39;413,94;4,8;4,9
