999;0;2,6;,04;144,99;321,26;2,56;2,6
997;0;2,6;18;155,99;303,26;2,56;2,6
99;1;2,2;12,19;1345,59;810,97;2,2;2,22
99;0;2,22;,12;1409,7;810,97;2,2;2,22
984;0;2,6;,23;147,56;302,82;2,56;2,6
98;1;2,2;153,71;1284,5;688,6;2,2;2,22
98;0;2,23;196,24;1284,5;808;2,2;2,24
977;1;2,58;5;166,51;302,82;2,58;2,6
976;1;2,58;,43;166,08;302,82;2,58;2,6
97;1;2,2;154,97;1131,78;1722,13;2,18;2,2
971;0;2,6;13;183,87;289,82;2,58;2,6
96;1;2,18;333,26;901,7;1407,66;2,16;2,2
961;1;2,57;117,63;80,96;206,62;2,56;2,62
96;0;2,18;12;1022,92;1869,45;2,16;2,18
959;0;2,6;8,01;87,96;206,32;2,56;2,6
957;0;2,6;6,6;109,04;178,67;2,56;2,6
95;1;2,16;170,77;857,8;1669,25;2,16;2,18
951;1;2,56;5;104,03;199,25;2,56;2,6
95;0;2,18;317,93;857,8;1669,25;2,16;2,18
9478;1;2,51;2;91,54;109,81;2,48;2,54
945;1;2,55;94,65;69,4;199,92;2,52;2,6
9419;0;2,52;5;91,54;113,05;2,48;2,52
9413;0;2,52;,26;71,55;112,79;2,5;2,52
94;1;2,16;230,21;689,15;1252,03;2,14;2,18
94;0;2,16;198,16;713,71;1250,03;2,14;2,18
935;0;2,6;8;32,75;197,92;2,56;2,6
9340;0;2,52;,43;71,55;100,36;2,5;2,52
932;1;2,56;21,86;49,56;146,47;2,54;2,58
93;1;2,16;252,97;768,18;1096,12;2,14;2,18
93;0;2,16;,09;883,49;1096,12;2,14;2,16
923;0;2,58;10;93,51;199,7;2,56;2,6
9226;0;2,52;,43;135,01;99,93;2,5;2,52
9221;0;2,52;4,74;134,9;93,19;2,5;2,52
9215;0;2,52;1,14;99,73;95,81;2,52;2,54
92;1;2,16;32,12;978,56;2084,17;2,16;2,18
92;0;2,17;288,55;637,3;1969,92;2,14;2,18
914;1;2,57;52,34;103,94;185,92;2,54;2,56
914;0;2,56;50,6;60,35;157,52;2,54;2,56
91;1;2,16;168,01;1299,86;1136,23;2,14;2,16
91;0;2,16;197,61;1191,39;1033,41;2,14;2,18
910;0;2,6;9;72,12;194,7;2,56;2,6
9095;0;2,54;5;135,33;90,81;2,5;2,54
909;1;2,56;20;74,15;194,7;2,56;2,6
9039;1;2,5;22,45;154,98;178,6;2,48;2,5
9034;0;2,5;,61;154,98;177,99;2,48;2,5
9024;1;2,48;74,83;168,7;102,44;2,46;2,48
9024;0;2,48;1,39;101,59;115,57;2,48;2,54
902;1;2,6;4,51;81,15;230,14;2,56;2,6
9;0;2,06;117,82;3142,64;2585,05;2,04;2,06
902;0;2,6;14,49;62,42;214,62;2,6;2,62
90;1;2,16;8;1266,39;2051,82;2,16;2,18
8941;1;2,47;44,98;146,1;111,35;2,46;2,52
8941;0;2,52;3,5;146,1;111,35;2,46;2,52
8932;0;2,52;14;146,1;142,35;2,46;2,52
8913;0;2,52;14,26;83,68;128,51;2,48;2,52
89;1;2,16;378,29;1179,37;2071,82;2,14;2,18
89;0;2,18;5;930,58;2074,67;2,16;2,18
890;1;2,57;66,07;120,71;228,47;2,54;2,56
890;0;2,56;56,44;51,18;220,05;2,56;2,58
889;1;2,56;38,73;114,17;186,05;2,54;2,56
8851;0;2,52;5,26;64,73;120,86;2,5;2,52
8846;0;2,52;,87;64,73;119,99;2,5;2,52
8835;0;2,52;,87;64,73;119,12;2,5;2,52
883;0;2,56;9,02;141,18;281,5;2,54;2,56
881;0;2,56;6,6;79,4;400,42;2,56;2,58
88;0;2,18;11,05;1151,65;1915,77;2,16;2,18
8775;0;2,52;,87;64,73;118,25;2,5;2,52
8774;0;2,52;8;64,73;110,25;2,5;2,52
8745;0;2,52;4,6;64,73;104,81;2,5;2,54
873;1;2,56;2,29;150,64;261,44;2,54;2,56
872;1;2,54;47,48;122,54;235,53;2,52;2,54
87;1;2,16;291,31;936,67;1914,26;2,16;2,18
871;1;2,52;3,33;203,6;308,91;2,5;2,54
871;0;2,52;8,95;157,3;303,75;2,52;2,54
87;0;2,18;2,51;943,45;1914,26;2,16;2,18
8658;0;2,54;9,4;64,73;95,41;2,5;2,54
8646;0;2,54;21,87;66,69;178,54;2,54;2,56
8643;1;2,54;,96;54,43;178,54;2,54;2,56
8637;1;2,54;,72;53,71;188,06;2,54;2,56
8631;1;2,54;,54;53,17;197,25;2,54;2,56
8625;1;2,54;,4;52,77;197,25;2,54;2,56
8615;0;2,56;7;52,77;190,25;2,54;2,56
86;1;2,16;13,62;940,67;1757,9;2,16;2,18
8606;0;2,56;,64;52,77;189,61;2,54;2,56
86;0;2,18;203;952,74;1676,46;2,16;2,18
859;0;2,54;63,51;218,38;218,48;2,54;2,56
8570;0;2,56;,64;52,77;188,97;2,54;2,56
85;1;2,18;219,9;927,27;1620,84;2,16;2,2
85;0;2,18;125,27;960,39;1677,89;2,16;2,2
848;1;2,54;24,82;243,53;220,58;2,54;2,56
84;1;2,16;325,09;1429,17;961,59;2,14;2,16
84;0;2,16;40,82;1387,39;859,08;2,14;2,16
839;0;2,54;49,95;262,35;218,47;2,52;2,56
836;0;2,56;15,78;250,11;197,4;2,54;2,58
834;1;2,55;86,47;270,29;80,11;2,52;2,54
834;0;2,54;13,53;254,14;173,1;2,54;2,58
832;1;2,54;6;261,04;184,1;2,54;2,58
83;1;2,14;4,74;1184,23;940,35;2,14;2,16
